Date,Year,Season,Food group,Sample no,Prey species,Length,Biomass,SL or TL,Unknown Col 1,Unknown Col 2,Species
21-Nov-08,2008,Early summer,Fish,526,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,526,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,526,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,526,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,526,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,526,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,526,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,526,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,526,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,526,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,526,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,526,Gymnoscopelus fraseri,3.64,23.20,134.35,,,trop
21-Nov-08,2008,Early summer,Fish,526,Gymnoscopelus fraseri,3.64,23.20,134.35,,,trop
21-Nov-08,2008,Early summer,Fish,526,Gymnoscopelus fraseri,3.64,23.20,134.35,,,trop
21-Nov-08,2008,Early summer,Fish,526,Gymnoscopelus fraseri,3.73,24.54,137.20,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.64,23.20,134.35,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.73,24.54,137.20,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.73,24.54,137.20,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.73,24.54,137.20,,,trop
21-Nov-08,2008,Early summer,Fish,527,Gymnoscopelus fraseri,3.73,24.54,137.20,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.00,14.97,114.08,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.00,14.97,114.08,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.64,23.20,134.35,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.73,24.54,137.20,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.82,25.93,140.04,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.82,25.93,140.04,,,trop
21-Nov-08,2008,Early summer,Fish,528,Gymnoscopelus fraseri,3.82,25.93,140.04,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.00,14.97,114.08,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.00,14.97,114.08,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.00,14.97,114.08,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.64,23.20,134.35,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.64,23.20,134.35,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.64,23.20,134.35,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.73,24.54,137.20,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.73,24.54,137.20,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.73,24.54,137.20,,,trop
21-Nov-08,2008,Early summer,Fish,529,Gymnoscopelus fraseri,3.82,25.93,140.04,,,trop
21-Nov-08,2008,Early summer,Fish,530,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,530,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,530,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,530,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,530,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,530,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,530,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,530,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,530,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,530,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,530,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,530,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,530,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,530,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,2.73,12.05,105.20,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,3.64,23.20,134.35,,,trop
21-Nov-08,2008,Early summer,Fish,531,Gymnoscopelus fraseri,321.36,629817.99,6061.96,,,trop
21-Nov-08,2008,Early summer,Fish,532,Gymnoscopelus fraseri,2.73,12.05,105.20,,,trop
21-Nov-08,2008,Early summer,Fish,532,Gymnoscopelus fraseri,2.91,13.95,111.14,,,trop
21-Nov-08,2008,Early summer,Fish,532,Gymnoscopelus fraseri,3.00,14.97,114.08,,,trop
21-Nov-08,2008,Early summer,Fish,532,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,532,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,532,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,532,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,532,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,532,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,532,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,532,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,532,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,532,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,532,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,532,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,532,Gymnoscopelus fraseri,3.64,23.20,134.35,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,2.45,9.48,96.19,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,2.45,9.48,96.19,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,2.45,9.48,96.19,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,2.55,10.29,99.21,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,2.55,10.29,99.21,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,2.55,10.29,99.21,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,2.55,10.29,99.21,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,2.55,10.29,99.21,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,2.64,11.15,102.22,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,2.73,12.05,105.20,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,2.73,12.05,105.20,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,2.73,12.05,105.20,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,2.91,13.95,111.14,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,2.91,13.95,111.14,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,3.00,14.97,114.08,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,3.64,23.20,134.35,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,3.64,23.20,134.35,,,trop
21-Nov-08,2008,Early summer,Fish,533,Gymnoscopelus fraseri,3.73,24.54,137.20,,,trop
21-Nov-08,2008,Early summer,Fish,534,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,534,Gymnoscopelus fraseri,3.55,21.90,131.49,,,trop
21-Nov-08,2008,Early summer,Fish,534,Gymnoscopelus fraseri,3.64,23.20,134.35,,,trop
21-Nov-08,2008,Early summer,Fish,534,Gymnoscopelus fraseri,3.64,23.20,134.35,,,trop
21-Nov-08,2008,Early summer,Fish,535,Gymnoscopelus fraseri,3.09,16.02,117.01,,,trop
21-Nov-08,2008,Early summer,Fish,535,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,535,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,535,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,535,Gymnoscopelus fraseri,3.18,17.11,119.93,,,trop
21-Nov-08,2008,Early summer,Fish,535,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,535,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,535,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,535,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,535,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,535,Gymnoscopelus fraseri,3.27,18.25,122.84,,,trop
21-Nov-08,2008,Early summer,Fish,535,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,535,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,535,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,535,Gymnoscopelus fraseri,3.36,19.42,125.73,,,trop
21-Nov-08,2008,Early summer,Fish,535,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
21-Nov-08,2008,Early summer,Fish,535,Gymnoscopelus fraseri,3.45,20.64,128.62,,,trop
